EmployeeId,Age,Gender,MaritalStatus,Turnover,Department,Role,RoleGrade,QualificationsHeld,YearsWorkExperience,EducationField,EmployeeSatisfactionScore,JobEngagementScore,JobSatisfactionScore,PreviousManagerRelationshipSatisfactionScore,ManagerRelationshipSatisfactionScore,Traveling,RegularOvertime,PercentSalaryHike,ContractHours,SharesOptionLevel,TrainingTimesLastYear,WorkLifeBalanceScore,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,DistanceFromHome
368,48,M,Single,No,Sales,Sales Executive,2,2,3,Marketing,4,3,3,4,3,Sometimes,Yes,16,37.5,0,3,1,7,2,7,9
369,28,M,Divorced,Yes,Research & Development,Manufacturing Director,3,4,1,Life Sciences,3,1,1,2,3,Sometimes,No,14,37.5,3,2,2,17,17,3,7
370,40,F,Divorced,No,Research & Development,Manufacturing Director,2,1,1,Medical,1,3,2,3,4,Sometimes,No,20,37.5,1,3,3,13,9,4,1
371,30,M,Divorced,No,Research & Development,Laboratory Technician,1,2,1,Life Sciences,4,3,1,4,4,Sometimes,No,23,37.5,1,2,3,8,4,4,1
372,54,M,Married,No,Research & Development,Manufacturing Director,4,2,2,Medical,3,3,3,3,3,Sometimes,No,16,37.5,0,3,3,8,7,6,8
373,23,M,Married,No,Research & Development,Manufacturing Director,2,3,1,Life Sciences,3,3,3,3,3,Sometimes,No,14,37.5,1,4,2,10,7,8,18
374,35,M,Married,No,Research & Development,Laboratory Technician,1,4,5,Medical,3,4,4,4,4,Sometimes,Yes,23,37.5,0,5,3,2,2,2,2
375,29,M,Single,No,Research & Development,Research Scientist,1,1,1,Medical,1,4,3,2,3,Sometimes,No,13,37.5,0,6,3,6,4,2,10
376,33,M,Married,No,Research & Development,Laboratory Technician,3,3,9,Technical Degree,1,2,3,3,3,Mostly,No,12,37.5,1,3,3,3,2,2,4
377,28,F,Married,Yes,Sales,Sales Executive,2,3,0,Marketing,4,2,3,1,3,Sometimes,Yes,12,37.5,0,2,4,3,3,2,2
378,22,F,Divorced,No,Research & Development,Manufacturing Director,2,2,0,Medical,4,3,3,4,3,Mostly,Yes,14,37.5,1,2,2,8,7,7,18
379,19,M,Single,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,3,4,2,3,Sometimes,No,12,37.5,0,2,3,8,4,7,6
380,31,M,Divorced,No,Research & Development,Laboratory Technician,1,4,9,Medical,4,3,4,4,3,Sometimes,No,17,37.5,1,2,3,5,3,2,1
381,18,F,Single,Yes,Sales,Sales Executive,2,4,1,Marketing,2,3,1,1,3,Mostly,No,13,37.5,0,2,3,16,8,7,10
382,52,F,Married,No,Research & Development,Research Scientist,2,3,0,Life Sciences,3,3,4,2,3,Sometimes,No,11,37.5,0,2,3,10,3,7,2
383,36,F,Married,No,Research & Development,Laboratory Technician,1,3,1,Medical,4,2,4,3,3,Sometimes,No,13,37.5,2,1,2,5,2,3,27
384,28,F,Married,No,Research & Development,Research Scientist,1,3,1,Medical,1,3,1,3,3,Sometimes,No,14,37.5,1,2,3,5,4,3,15
385,43,F,Married,No,Research & Development,Research Director,3,3,3,Life Sciences,4,4,4,1,3,Sometimes,No,16,37.5,1,3,3,9,5,5,23
386,36,F,Divorced,No,Research & Development,Research Scientist,1,4,1,Other,4,3,1,3,3,No,Yes,11,37.5,3,3,2,5,5,3,8
387,27,F,Single,No,Sales,Sales Executive,2,1,2,Marketing,2,3,4,4,3,Mostly,No,13,37.5,0,2,4,5,2,2,8
388,19,M,Divorced,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,3,3,3,4,3,Sometimes,No,12,37.5,1,5,3,7,7,7,3
389,42,F,Married,No,Sales,Manager,3,4,3,Life Sciences,2,4,2,2,3,Mostly,Yes,14,37.5,1,3,3,14,7,14,15
390,50,M,Married,No,Sales,Sales Executive,2,4,4,Marketing,4,3,3,4,3,Sometimes,No,12,37.5,1,2,3,2,2,2,2
391,31,F,Divorced,Yes,Sales,Sales Executive,2,2,1,Life Sciences,2,3,4,1,3,No,No,13,37.5,1,5,4,8,7,7,27
392,50,M,Married,Yes,Research & Development,Research Scientist,1,4,9,Medical,2,2,3,1,3,Sometimes,Yes,13,37.5,3,2,1,4,3,2,1
393,52,M,Married,Yes,Research & Development,Laboratory Technician,2,2,3,Medical,4,3,1,3,4,Mostly,No,21,37.5,2,5,3,10,7,10,2
394,30,M,Married,No,Research & Development,Laboratory Technician,1,1,6,Medical,3,2,2,4,3,No,No,13,37.5,1,2,3,12,9,2,2
395,30,M,Divorced,No,Sales,Sales Executive,2,4,1,Life Sciences,1,3,2,4,3,Sometimes,No,12,37.5,1,3,3,5,4,4,1
396,36,F,Single,No,Research & Development,Manufacturing Director,2,3,0,Medical,4,3,3,3,4,No,No,25,37.5,0,3,4,10,7,7,1
397,43,F,Married,No,Research & Development,Manufacturing Director,2,1,2,Medical,1,3,2,4,4,Sometimes,No,23,37.5,2,2,3,15,3,12,8
398,34,M,Married,No,Research & Development,Research Director,3,4,3,Life Sciences,4,3,4,2,3,Sometimes,No,14,37.5,0,3,3,13,12,7,1
399,37,M,Single,No,Sales,Sales Executive,2,4,7,Marketing,4,2,4,3,3,Sometimes,Yes,14,37.5,0,2,4,2,2,2,1
400,29,F,Married,No,Sales,Sales Representative,1,1,6,Life Sciences,2,3,4,4,3,Sometimes,Yes,16,37.5,2,3,3,4,2,2,3
401,51,M,Married,No,Research & Development,Research Director,4,3,3,Life Sciences,1,2,3,2,3,Sometimes,Yes,12,37.5,0,1,3,9,4,5,2
402,30,M,Married,No,Research & Development,Research Scientist,1,3,3,Technical Degree,3,4,4,3,3,Sometimes,No,13,37.5,3,4,3,5,0,4,3
403,28,M,Married,No,Sales,Sales Executive,3,2,1,Marketing,1,3,3,3,3,No,Yes,17,37.5,0,2,3,4,3,4,13
404,45,M,Single,Yes,Research & Development,Healthcare Representative,3,2,1,Life Sciences,3,3,3,4,3,Sometimes,Yes,12,37.5,0,2,3,23,12,8,2
405,52,M,Single,No,Human Resources,Healthcare Representative,2,1,7,Technical Degree,3,3,1,4,3,Mostly,Yes,16,37.5,0,3,2,13,2,2,2
406,38,F,Married,No,Research & Development,Healthcare Representative,2,3,0,Life Sciences,3,3,2,1,3,Sometimes,No,13,37.5,3,2,3,7,0,7,24
407,29,M,Married,No,Research & Development,Laboratory Technician,1,1,0,Medical,1,4,1,3,3,Mostly,No,13,37.5,0,2,3,1,1,1,22
408,46,M,Divorced,No,Research & Development,Laboratory Technician,1,3,3,Life Sciences,2,1,3,4,4,Sometimes,Yes,24,37.5,1,3,2,4,2,2,1
409,30,M,Single,No,Research & Development,Research Scientist,2,5,1,Life Sciences,3,1,4,4,3,Mostly,Yes,14,37.5,0,2,4,9,5,7,1
410,50,M,Single,Yes,Human Resources,Sales Executive,3,3,1,Marketing,1,3,2,4,3,No,No,14,37.5,0,3,3,1,1,1,13
411,29,F,Married,No,Research & Development,Healthcare Representative,3,5,1,Life Sciences,4,3,3,2,3,Sometimes,No,19,37.5,2,3,2,10,9,8,13
412,38,M,Single,No,Research & Development,Research Scientist,2,4,0,Life Sciences,3,3,2,4,3,Mostly,No,12,37.5,0,5,3,5,2,3,8
413,36,M,Single,No,Sales,Sales Executive,3,2,0,Marketing,4,3,4,4,4,No,No,20,37.5,0,2,3,18,7,7,3
414,51,F,Divorced,No,Research & Development,Manufacturing Director,2,3,7,Life Sciences,1,3,1,1,3,Mostly,Yes,17,37.5,1,6,3,10,6,10,1
415,55,M,Divorced,No,Research & Development,Healthcare Representative,2,5,4,Life Sciences,3,2,2,3,3,Sometimes,No,12,37.5,2,4,3,4,2,3,29
416,41,F,Divorced,Yes,Human Resources,Research Scientist,1,4,3,Marketing,3,3,3,1,3,Sometimes,Yes,18,37.5,1,2,3,2,2,1,19
417,51,M,Married,No,Research & Development,Healthcare Representative,3,4,3,Medical,4,3,2,4,3,Mostly,No,11,37.5,0,2,3,7,7,7,2
418,35,M,Married,No,Research & Development,Manufacturing Director,2,3,1,Life Sciences,2,2,3,3,4,Sometimes,No,22,37.5,1,3,3,8,6,7,20
419,33,M,Single,No,Research & Development,Laboratory Technician,1,3,2,Life Sciences,4,2,4,4,3,Sometimes,Yes,16,37.5,0,2,2,4,2,2,2
420,29,M,Married,Yes,Sales,Sales Executive,1,2,1,Life Sciences,2,3,2,3,3,Sometimes,No,18,37.5,1,6,3,3,2,2,2
421,42,M,Divorced,No,Research & Development,Manufacturing Director,3,3,2,Life Sciences,4,3,2,4,3,Sometimes,No,16,37.5,1,2,3,3,2,2,7
422,41,M,Single,No,Research & Development,Manufacturing Director,5,4,1,Technical Degree,3,1,4,3,3,Sometimes,Yes,16,37.5,0,2,3,24,11,7,2
423,36,F,Divorced,No,Sales,Sales Executive,2,4,1,Medical,1,2,4,4,3,Sometimes,No,15,37.5,1,2,3,12,0,7,24
424,28,M,Married,No,Research & Development,Research Scientist,1,4,1,Medical,3,3,3,4,3,Sometimes,No,11,37.5,0,3,3,4,2,3,8
425,40,M,Single,No,Sales,Manager,5,4,5,Marketing,3,3,1,2,3,Sometimes,No,18,37.5,0,1,2,1,1,1,10
426,39,M,Divorced,No,Research & Development,Research Scientist,2,3,1,Medical,3,4,2,2,3,Sometimes,No,13,37.5,2,2,3,6,1,3,3
427,27,F,Married,No,Research & Development,Research Scientist,1,4,1,Life Sciences,1,2,3,4,3,Sometimes,No,12,37.5,3,4,1,2,2,1,2
428,23,M,Single,No,Research & Development,Healthcare Representative,2,3,3,Life Sciences,1,2,4,2,3,Sometimes,No,13,37.5,0,0,3,2,2,2,28
429,40,F,Divorced,No,Research & Development,Manufacturing Director,2,5,6,Medical,2,3,2,2,3,Mostly,Yes,12,37.5,1,2,3,9,3,7,2
430,49,M,Married,No,Research & Development,Research Director,5,4,2,Life Sciences,2,2,4,3,3,Sometimes,No,12,37.5,1,2,2,7,7,7,4
431,42,M,Married,No,Sales,Sales Executive,2,2,5,Life Sciences,3,2,1,4,3,Sometimes,No,12,37.5,0,3,4,1,1,1,29
432,29,M,Single,Yes,Research & Development,Research Scientist,1,2,1,Medical,3,2,3,4,3,Sometimes,No,12,37.5,0,2,2,4,1,1,1
433,41,M,Divorced,No,Research & Development,Manager,3,3,5,Medical,1,4,1,3,3,Sometimes,Yes,11,37.5,3,3,2,5,3,2,5
434,40,F,Married,No,Research & Development,Manager,4,4,4,Life Sciences,1,3,2,1,4,Sometimes,No,21,37.5,1,0,3,17,8,15,5
435,38,M,Single,No,Research & Development,Research Scientist,1,2,1,Life Sciences,4,2,3,3,3,No,No,12,37.5,0,3,3,4,1,3,13
436,39,F,Married,No,Sales,Sales Executive,2,3,2,Life Sciences,4,3,4,3,3,Sometimes,No,14,37.5,0,6,2,6,2,4,7
437,33,M,Divorced,No,Research & Development,Healthcare Representative,3,4,0,Medical,3,3,4,1,3,Sometimes,Yes,11,37.5,2,2,3,8,7,7,16
438,35,F,Single,No,Research & Development,Healthcare Representative,2,1,1,Life Sciences,2,2,4,1,4,Sometimes,No,23,37.5,0,1,3,10,7,9,5
439,35,M,Divorced,No,Research & Development,Research Director,2,3,1,Life Sciences,4,3,4,3,3,Sometimes,No,13,37.5,2,1,3,10,5,7,2
440,18,M,Divorced,No,Research & Development,Research Scientist,1,2,1,Life Sciences,3,3,3,3,3,Mostly,No,11,37.5,1,0,3,4,1,2,8
441,42,M,Married,No,Sales,Sales Executive,3,4,1,Technical Degree,4,4,3,2,3,Sometimes,Yes,12,37.5,1,3,3,5,0,2,2
442,58,M,Married,No,Human Resources,Manager,4,1,3,Life Sciences,3,2,4,3,3,Sometimes,Yes,13,37.5,1,3,3,15,14,14,24
443,36,F,Married,No,Sales,Sales Executive,2,4,1,Life Sciences,3,3,1,1,4,Sometimes,No,21,37.5,1,2,3,16,8,7,1
444,36,F,Married,Yes,Sales,Sales Executive,2,4,1,Medical,1,3,3,3,3,Sometimes,Yes,12,37.5,1,2,4,6,3,3,26
445,31,M,Married,No,Sales,Sales Executive,2,4,0,Life Sciences,1,4,1,1,3,No,No,12,37.5,1,0,3,9,7,7,20
446,35,F,Single,No,Sales,Sales Executive,2,2,1,Life Sciences,1,4,3,4,4,Sometimes,No,25,37.5,0,0,3,5,3,1,8
447,30,M,Married,No,Research & Development,Healthcare Representative,2,4,7,Other,4,2,4,1,3,No,Yes,11,37.5,0,2,3,2,2,2,2
448,25,M,Married,Yes,Sales,Sales Representative,1,1,5,Life Sciences,2,3,4,3,4,Sometimes,Yes,23,37.5,2,2,3,1,1,1,24
449,41,M,Single,No,Sales,Sales Executive,3,3,1,Marketing,3,3,2,1,3,Mostly,No,12,37.5,0,3,3,10,8,9,7
450,34,M,Single,No,Research & Development,Research Scientist,1,4,0,Medical,2,3,4,1,3,No,No,11,37.5,0,6,3,6,2,3,4
451,38,M,Single,No,Research & Development,Laboratory Technician,1,3,0,Medical,4,3,3,4,3,Sometimes,No,16,37.5,0,3,3,4,2,2,1
452,32,M,Married,No,Research & Development,Manager,3,3,7,Life Sciences,3,2,4,4,3,Sometimes,Yes,14,37.5,2,1,2,12,9,6,13
453,37,F,Divorced,No,Research & Development,Healthcare Representative,3,2,1,Life Sciences,4,3,2,4,3,Sometimes,No,12,37.5,1,6,3,16,8,8,8
454,48,F,Single,No,Sales,Sales Representative,2,2,0,Marketing,4,3,4,2,4,Sometimes,No,25,37.5,0,2,3,3,2,2,1
455,41,M,Divorced,No,Sales,Sales Executive,3,3,1,Medical,4,3,2,3,3,Sometimes,No,11,37.5,1,3,4,10,7,6,24
456,58,F,Married,Yes,Sales,Sales Executive,2,3,8,Life Sciences,1,2,2,1,3,Sometimes,Yes,18,37.5,0,5,3,1,1,1,22
457,20,M,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Medical,4,3,1,4,3,Mostly,No,15,37.5,1,2,2,4,0,4,1
458,31,M,Divorced,No,Research & Development,Laboratory Technician,1,3,2,Life Sciences,4,4,1,3,4,No,No,21,37.5,2,3,3,4,1,2,10
459,29,M,Married,No,Research & Development,Manufacturing Director,2,3,1,Human Resources,3,3,1,3,3,Sometimes,Yes,13,37.5,1,2,2,10,7,8,3
460,50,M,Divorced,No,Sales,Manager,5,2,3,Medical,4,3,4,3,3,Mostly,No,12,37.5,1,2,3,5,2,1,2
461,45,F,Married,No,Research & Development,Research Director,3,4,9,Medical,2,3,3,3,3,Sometimes,No,11,37.5,1,6,4,18,15,15,11
462,52,M,Married,No,Sales,Sales Executive,3,3,4,Life Sciences,3,2,4,3,3,Sometimes,No,12,37.5,0,2,2,5,3,3,28
463,45,M,Single,No,Research & Development,Research Scientist,2,1,0,Medical,4,1,3,4,3,Sometimes,No,14,37.5,0,2,3,5,4,2,24
464,42,F,Single,No,Sales,Sales Executive,3,1,7,Marketing,2,3,2,4,3,Sometimes,No,16,37.5,0,3,3,2,1,2,16
465,22,F,Single,Yes,Research & Development,Laboratory Technician,1,2,1,Life Sciences,4,2,2,4,3,Sometimes,No,12,37.5,0,5,3,0,0,0,5
466,42,F,Divorced,No,Research & Development,Healthcare Representative,2,1,1,Life Sciences,1,1,1,2,3,Sometimes,No,14,37.5,2,2,2,20,8,7,5
467,28,M,Married,No,Research & Development,Manufacturing Director,2,3,5,Life Sciences,1,2,4,2,3,Sometimes,No,14,37.5,1,1,2,1,1,1,3
468,42,M,Married,No,Research & Development,Laboratory Technician,1,3,4,Technical Degree,3,2,4,3,3,Sometimes,No,14,37.5,1,4,3,3,0,2,4
469,39,M,Single,No,Research & Development,Manufacturing Director,2,3,4,Life Sciences,3,3,1,2,4,No,No,22,37.5,0,3,4,14,2,12,3
470,30,M,Married,No,Research & Development,Laboratory Technician,1,2,2,Life Sciences,3,3,4,3,3,Sometimes,No,13,37.5,2,2,2,5,0,3,2
471,21,F,Single,No,Sales,Sales Representative,1,3,6,Life Sciences,4,2,1,2,4,Sometimes,No,20,37.5,0,3,3,5,3,2,9
472,34,M,Single,Yes,Research & Development,Laboratory Technician,1,2,1,Life Sciences,3,2,2,3,3,Sometimes,No,13,37.5,0,3,3,10,9,2,7
473,50,M,Married,No,Human Resources,Laboratory Technician,2,3,4,Medical,4,4,2,4,3,Mostly,Yes,18,37.5,0,3,3,2,2,2,3
474,28,M,Married,No,Sales,Healthcare Representative,2,2,1,Technical Degree,2,3,3,1,3,Sometimes,No,12,37.5,3,6,2,8,6,7,24
475,49,M,Divorced,No,Research & Development,Research Director,4,3,3,Medical,4,3,3,3,3,Sometimes,No,12,37.5,2,3,3,7,7,6,24
476,35,M,Divorced,No,Sales,Sales Executive,2,2,4,Marketing,1,2,4,1,3,Mostly,No,14,37.5,2,2,3,2,2,2,1
477,37,F,Married,No,Sales,Sales Executive,2,3,0,Life Sciences,4,3,3,3,4,Mostly,Yes,22,37.5,0,3,3,10,9,9,6
478,31,M,Married,No,Sales,Sales Executive,2,4,9,Marketing,2,3,4,4,3,Sometimes,No,12,37.5,0,2,2,6,2,4,2
479,50,F,Married,No,Research & Development,Healthcare Representative,3,2,4,Medical,4,3,4,4,3,Mostly,Yes,19,37.5,1,0,2,23,6,2,15
480,43,F,Married,No,Research & Development,Research Director,2,4,1,Medical,3,3,2,4,3,Mostly,No,14,37.5,1,6,3,5,2,3,4
481,59,F,Married,Yes,Research & Development,Research Director,4,4,2,Technical Degree,4,2,4,3,3,Sometimes,No,16,37.5,3,1,4,20,6,4,28
482,30,M,Married,No,Research & Development,Healthcare Representative,2,4,7,Life Sciences,1,2,1,4,3,Sometimes,No,15,37.5,0,2,1,6,0,2,23
483,32,M,Divorced,No,Research & Development,Laboratory Technician,1,3,0,Medical,2,3,4,1,4,Sometimes,No,25,37.5,1,5,3,5,2,4,1
484,31,M,Divorced,Yes,Research & Development,Laboratory Technician,1,4,9,Life Sciences,2,4,3,4,3,No,Yes,17,37.5,1,4,4,9,7,7,7
485,34,F,Married,No,Research & Development,Laboratory Technician,1,3,0,Medical,4,3,2,4,3,Mostly,Yes,18,37.5,1,1,3,5,4,4,14
486,35,M,Married,No,Research & Development,Manufacturing Director,2,3,4,Medical,4,2,4,3,3,No,No,17,37.5,2,3,3,8,7,3,7
487,48,M,Married,No,Sales,Sales Executive,3,3,2,Human Resources,4,3,4,1,3,Sometimes,No,13,37.5,3,5,3,3,2,2,3
488,30,M,Single,No,Sales,Sales Executive,2,3,0,Life Sciences,1,2,4,4,3,No,No,19,37.5,0,3,3,6,4,3,25
489,32,M,Married,No,Research & Development,Laboratory Technician,2,4,3,Life Sciences,1,3,4,2,4,Sometimes,No,20,37.5,1,2,3,3,0,2,17
490,38,M,Married,No,Research & Development,Manufacturing Director,3,4,7,Life Sciences,4,2,3,2,3,Mostly,No,17,37.5,2,1,3,10,4,10,1
491,23,M,Single,No,Sales,Sales Representative,1,1,1,Life Sciences,2,3,3,4,3,Mostly,No,14,37.5,0,3,3,1,1,1,6
492,40,M,Single,No,Sales,Sales Executive,2,3,1,Medical,4,2,4,3,4,Sometimes,Yes,23,37.5,0,1,3,13,8,1,2
493,38,F,Married,No,Sales,Manager,5,4,4,Life Sciences,2,3,4,4,3,Sometimes,Yes,15,37.5,3,4,4,10,9,7,6
494,43,M,Single,No,Research & Development,Laboratory Technician,1,3,8,Medical,3,4,4,2,3,Sometimes,No,12,37.5,0,2,3,2,2,2,1
495,51,M,Single,Yes,Research & Development,Manufacturing Director,3,4,4,Medical,4,4,4,1,4,No,No,22,37.5,0,2,4,7,1,1,11
496,27,M,Single,No,Research & Development,Manufacturing Director,2,3,0,Other,4,3,4,2,4,Sometimes,No,20,37.5,0,2,3,9,5,9,23
497,57,M,Divorced,Yes,Research & Development,Research Scientist,1,4,1,Medical,1,3,2,4,3,Sometimes,No,13,37.5,3,3,1,4,2,2,24
498,26,M,Married,Yes,Research & Development,Human Resources,2,4,1,Life Sciences,3,3,4,3,4,Mostly,No,20,37.5,0,6,3,4,3,3,2
499,25,M,Single,No,Research & Development,Laboratory Technician,1,2,1,Medical,1,2,4,4,4,Mostly,No,23,37.5,0,2,3,2,2,2,24
500,34,F,Married,No,Research & Development,Manufacturing Director,3,5,4,Life Sciences,1,3,4,2,3,No,No,18,37.5,3,2,3,9,6,9,15
501,38,M,Married,No,Research & Development,Healthcare Representative,2,3,7,Medical,1,3,3,4,3,Sometimes,No,13,37.5,0,2,3,5,2,1,2
502,58,M,Single,No,Research & Development,Manufacturing Director,3,4,0,Medical,2,3,1,1,3,Sometimes,No,18,37.5,0,2,3,8,7,7,1
503,24,F,Married,No,Sales,Sales Executive,2,4,2,Medical,4,3,1,1,3,Mostly,No,16,37.5,1,5,3,2,2,2,22
504,25,M,Single,No,Sales,Sales Representative,1,3,1,Life Sciences,1,2,3,2,4,Sometimes,No,24,37.5,0,3,4,1,1,1,2
505,18,F,Single,No,Sales,Sales Representative,1,5,1,Marketing,3,3,2,1,3,Sometimes,Yes,12,37.5,0,2,3,3,3,1,9
506,40,F,Single,No,Sales,Sales Representative,1,4,1,Marketing,1,3,4,3,3,Sometimes,Yes,17,37.5,0,3,2,1,1,1,2
507,37,F,Married,No,Research & Development,Laboratory Technician,1,3,4,Life Sciences,3,2,4,3,3,Sometimes,No,11,37.5,3,2,3,0,0,0,8
508,47,F,Divorced,No,Research & Development,Healthcare Representative,2,2,5,Other,3,2,3,4,3,Mostly,Yes,12,37.5,3,3,2,7,7,7,20
509,41,M,Married,No,Research & Development,Sales Executive,3,3,3,Life Sciences,1,2,4,3,3,Sometimes,No,15,37.5,1,2,2,20,16,8,8
510,46,M,Married,No,Research & Development,Healthcare Representative,2,4,8,Life Sciences,3,2,2,3,3,Sometimes,No,12,37.5,1,5,3,7,7,1,6
511,29,F,Married,Yes,Sales,Sales Executive,1,5,0,Medical,1,3,4,4,3,Mostly,No,19,37.5,2,5,2,1,1,1,11
512,36,F,Single,No,Sales,Sales Executive,2,4,1,Marketing,2,2,4,2,3,Sometimes,Yes,15,37.5,0,6,2,10,8,8,16
513,27,M,Married,Yes,Research & Development,Laboratory Technician,1,3,1,Technical Degree,3,3,2,3,4,Sometimes,No,20,37.5,2,3,3,5,3,4,2
514,36,M,Divorced,No,Sales,Sales Executive,2,4,2,Life Sciences,2,3,1,4,3,Mostly,No,11,37.5,1,3,3,7,7,7,8
515,34,F,Married,No,Research & Development,Manufacturing Director,3,4,3,Life Sciences,3,3,4,3,4,Sometimes,Yes,21,37.5,0,2,3,4,3,2,6
516,24,M,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,3,4,4,3,No,No,11,37.5,1,1,3,4,1,1,1
517,31,F,Married,Yes,Sales,Sales Representative,1,1,3,Life Sciences,3,3,1,3,4,Sometimes,Yes,23,37.5,3,2,4,1,1,1,17
518,29,M,Divorced,No,Sales,Sales Executive,2,3,1,Marketing,2,3,4,1,3,Sometimes,No,11,37.5,1,3,3,3,2,1,4
519,52,F,Married,No,Research & Development,Research Director,5,4,2,Life Sciences,4,2,4,2,4,Sometimes,Yes,22,37.5,1,2,3,4,0,3,4
520,40,M,Married,Yes,Sales,Sales Executive,3,3,9,Medical,4,3,2,3,3,Sometimes,No,18,37.5,1,1,2,11,0,9,1
521,37,M,Divorced,No,Research & Development,Research Scientist,1,4,4,Medical,2,3,4,1,3,Mostly,No,16,37.5,1,2,3,3,2,2,1
522,31,M,Single,No,Research & Development,Laboratory Technician,1,3,1,Medical,3,3,3,4,3,Sometimes,No,15,37.5,0,5,2,3,2,2,4
523,51,M,Married,Yes,Sales,Sales Executive,4,4,4,Medical,3,2,4,2,3,Mostly,Yes,14,37.5,0,6,4,1,1,1,5
524,44,F,Married,No,Research & Development,Research Director,3,4,5,Life Sciences,2,2,3,1,3,Mostly,Yes,18,37.5,1,2,3,10,0,10,26
525,40,F,Divorced,No,Sales,Sales Executive,4,2,1,Marketing,2,4,3,4,3,Sometimes,No,11,37.5,1,2,3,22,12,11,16
526,32,M,Single,No,Sales,Sales Representative,1,2,6,Life Sciences,3,3,4,1,4,No,No,21,37.5,0,5,4,3,2,2,9
527,51,M,Single,No,Human Resources,Manufacturing Director,3,4,3,Life Sciences,3,2,1,2,4,No,No,21,37.5,0,2,4,5,3,4,4
528,33,F,Single,Yes,Research & Development,Manufacturing Director,3,4,2,Life Sciences,4,3,4,2,3,Sometimes,No,11,37.5,0,2,4,8,1,8,18
529,33,M,Single,No,Research & Development,Research Scientist,1,3,0,Life Sciences,4,3,4,1,3,Sometimes,No,14,37.5,0,3,2,3,3,2,1
530,18,M,Divorced,Yes,Research & Development,Laboratory Technician,1,5,1,Life Sciences,3,3,3,4,3,Sometimes,No,17,37.5,1,1,4,5,5,3,10
531,41,M,Married,No,Sales,Sales Executive,3,3,4,Technical Degree,3,3,4,4,3,Sometimes,No,12,37.5,1,5,2,6,2,1,16
532,41,M,Single,Yes,Research & Development,Laboratory Technician,2,2,0,Life Sciences,1,2,3,3,3,Mostly,Yes,17,37.5,0,2,3,10,7,7,5
533,29,M,Married,Yes,Sales,Sales Executive,3,2,1,Marketing,2,3,4,1,3,Sometimes,No,14,37.5,2,2,3,11,1,7,9
534,44,M,Married,No,Research & Development,Research Scientist,2,4,1,Life Sciences,4,4,1,4,3,No,Yes,11,37.5,1,3,3,7,5,5,8
535,39,M,Married,Yes,Sales,Sales Executive,2,4,1,Technical Degree,2,3,4,2,3,Sometimes,Yes,12,37.5,3,2,2,10,7,8,5
536,37,F,Married,No,Research & Development,Research Scientist,1,3,1,Medical,2,4,4,3,3,Sometimes,Yes,17,37.5,1,3,3,3,2,3,6
537,37,M,Married,No,Research & Development,Manufacturing Director,3,2,1,Medical,3,2,3,4,3,Mostly,Yes,12,37.5,0,2,3,16,14,11,5
538,50,M,Single,Yes,Research & Development,Research Director,5,3,3,Medical,3,3,4,4,3,Sometimes,No,12,37.5,0,2,3,23,5,12,1
539,29,F,Married,No,Sales,Sales Executive,2,3,1,Technical Degree,2,1,4,2,3,Sometimes,No,11,37.5,2,0,3,1,1,1,1
540,22,F,Married,Yes,Research & Development,Laboratory Technician,1,2,1,Other,3,1,2,1,3,Sometimes,No,11,37.5,1,5,1,5,3,3,4
541,27,F,Married,Yes,Research & Development,Laboratory Technician,1,2,2,Other,3,3,2,3,3,No,Yes,13,37.5,2,2,3,1,1,1,10
542,23,M,Married,No,Research & Development,Research Scientist,1,2,1,Medical,3,3,2,4,3,Mostly,No,11,37.5,1,3,3,1,1,1,5
543,29,F,Married,Yes,Research & Development,Laboratory Technician,1,1,1,Technical Degree,1,1,1,3,4,Sometimes,No,22,37.5,1,6,3,1,1,1,10
544,56,M,Married,Yes,Research & Development,Research Scientist,1,3,8,Other,2,2,2,3,3,Sometimes,No,13,37.5,0,3,3,2,2,2,6
545,31,F,Divorced,No,Sales,Sales Executive,2,3,1,Marketing,3,3,3,3,4,No,No,21,37.5,2,2,4,13,5,1,20
546,41,M,Single,No,Research & Development,Healthcare Representative,2,2,1,Life Sciences,3,4,4,3,3,Sometimes,No,12,37.5,0,3,2,9,7,7,7
547,28,M,Single,No,Sales,Sales Representative,1,1,0,Medical,3,3,2,3,3,Sometimes,No,12,37.5,0,6,4,3,2,1,1
548,25,M,Single,Yes,Research & Development,Research Scientist,1,3,1,Life Sciences,1,3,3,1,3,Sometimes,Yes,11,37.5,0,6,4,7,5,2,10
549,46,F,Single,No,Research & Development,Research Scientist,1,3,5,Life Sciences,1,2,2,3,3,Sometimes,No,16,37.5,0,2,3,8,1,8,2
550,38,M,Divorced,No,Research & Development,Manufacturing Director,2,4,1,Life Sciences,1,2,1,2,3,Sometimes,No,16,37.5,2,3,3,14,11,12,7
551,40,F,Married,No,Research & Development,Research Director,2,4,3,Medical,3,4,3,1,4,Sometimes,No,23,37.5,3,5,3,4,4,2,2
552,31,M,Married,No,Sales,Sales Executive,2,3,1,Medical,3,2,2,4,3,Sometimes,Yes,12,37.5,1,2,3,5,2,3,5
